kyears.bp,albx,alby,lat,lon,bio1,bio12,bio2,bio4,bio7,bio15
4,1961438,681369,41.37,-72.12,0.641658667,1.403375921,-1.449370533,-1.199860015,-1.506789578,-1.109771704
4,1922332,804152,42.52,-72.21,0.312090409,1.065543787,0.110476578,-0.717839346,-0.626854761,-1.157298144
4,1924150,806926,42.54,-72.18,0.312090409,1.065543787,0.110476578,-0.717839346,-0.626854761,-1.157298144
4,1875795,1005402,44.37,-72.15,-0.674728309,0.684048422,0.938171671,-0.018146952,0.324026661,-0.611039243
4,2010798,669900,41.16,-71.58,0.664289538,0.875108842,-2.636135026,-1.432795266,-2.011320913,-1.010346827
4,1909957,975078,44.03,-71.83,-0.458855131,0.666914922,0.690958362,-0.268912869,-0.004825801,-0.784324558
4,1914871,987880,44.13,-71.73,-1.040531936,1.750029727,-0.112123612,-0.253984422,-0.191726413,-0.868002209
4,1842379,1201195,46.15,-71.94,-0.880874606,1.260911814,-0.598096963,0.6071909,0.441580944,-0.624306878
4,1831468,1283090,46.89,-71.81,-1.064622376,1.443463951,-0.551187371,0.749390776,0.575112625,-0.530569291
4,2005131,740171,41.78,-71.43,0.592874525,1.078850114,-0.916842172,-1.061609016,-1.254960728,-1.160256744
4,1902481,1161864,45.67,-71.32,-0.922581454,1.241577898,-0.711440301,0.408520203,0.223680391,-0.439808311
4,1854961,1310992,47.08,-71.42,-1.038997402,1.413306203,-1.006793897,0.690422613,0.384085132,-0.48916057
4,1868992,1335325,47.26,-71.16,-1.543998334,2.232629014,-0.084111725,0.550325135,0.520949697,-0.607891617
4,1953584,1164119,45.57,-70.68,-0.948093158,1.012825319,-0.330920675,0.128967032,0.049490063,-0.660574364
4,1956470,1168364,45.6,-70.63,-0.889018503,0.265684729,-0.430668174,0.351567052,0.250696877,-0.202932862
4,1938792,1241789,46.28,-70.6,-0.98368892,0.643970995,-0.789721491,0.572545302,0.361689199,-0.218840072
4,1895415,1304625,46.93,-70.93,-1.014054579,0.940765434,-1.167684766,0.660772269,0.30461495,-0.339009574
4,1897855,1368311,47.48,-70.68,-1.366628575,1.775853161,-0.83495161,0.638874981,0.374313903,-0.814495696
4,2117299,712625,41.28,-70.21,0.80206147,1.524063029,-1.303576537,-1.286309731,-1.593286075,-1.102004164
4,2114455,787359,41.93,-70,0.63769854,1.455789804,-1.228832732,-1.151204102,-1.383083406,-1.176986913
4,2024141,1005713,44.03,-70.35,0.013656295,0.814109555,-0.564604772,-0.53684809,-0.61691871,-1.148203065
4,1970135,1200923,45.85,-70.35,-1.012022494,0.536705748,-0.393005254,0.30685491,0.187021046,-0.368306776
4,1948106,1294938,46.72,-70.3,-1.147023443,0.881384,-0.788858397,0.52931023,0.280516124,-0.35859986
4,1919209,1376466,47.5,-70.38,-0.987747867,0.282563657,-1.403356967,0.446867838,0.026871462,-0.642108433
4,2112894,1000660,43.77,-69.3,0.220422932,1.27767491,-1.037633241,-0.536266455,-0.795473643,-1.334984256
4,2073996,1129767,44.98,-69.32,-0.427409406,0.742411971,-0.129619076,-0.142211159,-0.150243658,-1.172493904
4,2051097,1281587,46.35,-69.06,-0.99359576,0.466230106,-0.345095485,0.520816654,0.418758693,-0.35478716
4,1988306,1391332,47.46,-69.45,-1.184610906,0.202642869,-0.60896567,0.730839167,0.481511364,-0.335260609
4,2156988,1043771,44.03,-68.62,0.169591819,1.440750091,-1.088612471,-0.592241892,-0.881127806,-1.349039067
4,2116719,1149185,45.04,-68.73,-0.376810615,0.613071839,-0.401059524,-0.246646739,-0.322709698,-1.118232849
4,2085742,1243180,45.93,-68.77,-0.781495347,0.518584571,-0.207000411,0.314218695,0.275961341,-0.766355805
4,2023299,1409524,47.53,-68.94,-1.149755259,0.104906591,-0.38179422,0.762551053,0.571424741,-0.353812507
4,2178608,1082804,44.31,-68.22,-0.185034807,1.010082051,-1.570709172,-1.008830019,-1.341715551,-1.364850876
4,2157010,1160036,45.03,-68.2,-0.407740372,0.680230852,-0.901193133,-0.420935855,-0.677835364,-1.185716698
4,2214884,1204513,45.26,-67.33,-0.500481376,1.025764044,-0.886727307,-0.246178593,-0.384079611,-1.092244361
5,-537279,491209,41.72,-102.51,0.465895493,-2.228757296,3.997211871,-0.370006357,0.613156974,2.306752002
5,-415806,1184580,48.01,-101.53,-0.62949868,-2.265775523,1.352782526,1.142932674,1.367585713,2.26333086
5,-308531,827475,44.84,-99.91,0.135104513,-2.085262818,1.873846695,0.830515672,1.253467561,2.24835847
5,-230730,111960,38.47,-98.67,1.466865891,-1.590823058,2.633492083,-0.109536847,0.539193495,1.410401404
5,-197660,1071343,47.07,-98.59,-0.481715894,-1.968288454,1.641143547,1.273819702,1.576174144,2.059819094
5,-220161,1183591,48.08,-98.93,-0.736238035,-2.180237366,1.315956589,1.5311177,1.683260855,2.114786934
5,-165378,1047288,46.86,-98.16,-0.458606813,-1.793143743,1.577754587,1.319472938,1.590060534,1.902070081
5,-106584,819657,44.82,-97.35,-0.115544173,-1.582275668,0.823819527,0.897967156,0.999071222,1.83268148
5,-103947,895267,45.5,-97.33,-0.232147608,-1.577039808,0.983403032,0.996651912,1.155426653,1.879888353
5,-6094,1083032,47.2,-96.08,-0.530417696,-1.60184454,1.150245748,1.509327403,1.614737252,2.106083443
5,32130,1052122,46.92,-95.58,-0.600732173,-1.40199151,1.142749031,1.244661191,1.399969248,2.199319294
5,17523,1081944,47.19,-95.77,-0.651718558,-1.504614075,1.348963621,1.395372423,1.617568183,2.253245167
5,64561,653043,43.33,-95.2,0.082080534,-0.998161047,0.763376265,0.663540303,0.77483305,1.699341146
5,55676,973587,46.21,-95.28,-0.494193648,-1.175615116,1.088444863,1.160090539,1.31985365,1.811983065
5,63243,1081093,47.18,-95.17,-0.650501596,-1.383767198,1.564317089,1.382569225,1.668197068,2.111950815
5,45370,1136210,47.68,-95.4,-0.704753517,-1.491581257,1.580725368,1.458523839,1.733645788,1.969097682
5,109686,981959,46.28,-94.58,-0.421680279,-1.131316739,1.299835198,1.166090067,1.391696872,1.675611477
5,81530,1081276,47.18,-94.93,-0.599476901,-1.362924779,1.584799808,1.353920659,1.575981964,1.96036959
5,143853,1012488,46.55,-94.13,-0.487154557,-1.157179116,1.351421767,1.164670493,1.438217023,1.71789913
5,144225,1071190,47.08,-94.11,-0.452797711,-1.211407728,1.825676917,1.223679277,1.556096415,1.707961664
5,188490,535487,42.26,-93.7,0.506881277,-0.584036608,0.300150633,0.496060821,0.512216106,1.135199869
5,172632,621202,43.03,-93.87,0.344341323,-0.632922957,0.300295645,0.607181955,0.656435948,1.274419876
5,172045,754017,44.22,-93.84,0.09289311,-1.042710769,0.330187668,0.882207662,0.836503273,1.560043794
5,182176,828906,44.89,-93.69,0.115126235,-1.042374499,0.508019926,0.974693577,0.961918481,1.743621212
5,180743,887844,45.42,-93.69,-0.123699254,-1.105282509,0.511177263,0.994743598,1.013520033,1.821236935
5,184533,1016727,46.58,-93.6,-0.454471546,-1.162093406,1.256090239,1.093288941,1.330546712,1.788546097
5,179918,1078627,47.14,-93.64,-0.619290091,-1.235428147,1.550907811,1.225955472,1.463066311,1.771768505
5,224492,509588,42.02,-93.27,0.657070998,-0.557088876,0.093766732,0.40579014,0.39718804,0.914586121
5,214393,635660,43.15,-93.35,0.155750402,-0.764321972,-0.285548813,0.757877284,0.706182372,1.313391913
5,229209,761108,44.27,-93.12,0.071273866,-0.907920594,0.091071864,0.903851655,0.868604421,1.441243677
5,224196,822250,44.82,-93.16,0.068980077,-0.987090972,-0.098854376,0.891696224,0.780602377,1.337015884
5,220637,888921,45.42,-93.18,-0.142788412,-1.047827761,0.063138676,0.914457111,0.89113029,1.5601866
5,197178,1171889,47.98,-93.38,-0.81933083,-1.226729073,1.085067264,1.246758747,1.390946977,1.515549622
5,250170,848684,45.05,-92.82,0.034790491,-0.945568619,0.237076779,0.805814665,0.84040257,1.309491937
5,252784,1001026,46.42,-92.72,-0.417816623,-1.096675646,0.752382804,0.915064591,1.011715893,1.65754529
5,259305,1034518,46.72,-92.62,-0.617472962,-1.146652836,0.921970555,0.963004093,1.11868102,1.542902827
5,298880,1189763,48.11,-92.02,-1.11118653,-1.125508547,0.853242025,1.251095921,1.420317597,1.183781438
5,329121,1120390,47.47,-91.66,-0.986080187,-1.029905191,0.039796482,0.490932757,0.486181577,1.131445826
5,432950,-67275,36.8,-91.1,1.839516052,0.512714576,1.543857887,-0.820880033,-0.476397109,-0.840317023
5,362676,752942,44.15,-91.45,0.025579992,-0.893920793,-0.098826158,0.762023626,0.76380583,1.306320795
5,356547,880843,45.3,-91.45,-0.279636873,-1.0267735,0.582884413,0.799172142,0.947658713,1.389598749
5,371286,992756,46.3,-91.19,-0.556686931,-0.932013675,0.993329676,0.520601742,0.766347315,1.320616678
5,367034,1180802,48,-91.12,-1.161734455,-1.02140298,0.744621147,0.760549453,0.975636223,1.108762711
5,463573,890085,45.33,-90.08,-0.534673778,-0.767596422,0.501712305,0.733785877,0.87240096,1.157245462
5,542696,-24960,37.12,-89.83,1.768915521,0.860514914,1.631469302,-0.734714878,-0.275975943,-0.845173335
5,496161,640860,43.08,-89.87,0.282603155,-0.435983049,-0.07541185,0.489056778,0.700059277,0.736483514
5,504973,679483,43.42,-89.73,0.130506162,-0.510550425,-0.005565554,0.504906918,0.704544526,0.827320005
5,513373,722546,43.8,-89.59,-0.009559809,-0.561498265,0.220293821,0.592658624,0.818294006,0.977075389
5,503582,913858,45.52,-89.55,-0.566520436,-0.637422679,0.810244856,0.700543575,0.909468984,1.056062682
5,471095,992937,46.25,-89.9,-0.831895868,-0.753195255,1.126041322,0.530333614,0.802640343,1.095630546
5,532373,645524,43.1,-89.42,0.125692318,-0.475029622,-0.20541452,0.518737425,0.61457597,0.689040645
5,545993,738240,43.92,-89.17,0.041475549,-0.600811798,0.038231139,0.606235219,0.74961509,0.768814104
5,545307,803011,44.5,-89.12,-0.153401354,-0.737535177,0.283436654,0.687970435,0.844685442,0.898303871
5,518208,995006,46.24,-89.29,-0.866802918,-0.698000486,1.257927577,0.522279998,0.807011069,0.976869831
5,520206,1180370,47.91,-89.09,-0.854345488,-0.904775854,0.43674154,0.676163801,0.801579823,0.71494848
5,496812,1233943,48.41,-89.35,-1.189498763,-1.141796025,0.480773388,0.954083784,1.10518605,0.608829802
5,582716,613328,42.78,-88.83,0.27754892,-0.326842165,-0.476221276,0.462623447,0.507703402,0.44576463
5,541040,1253740,48.56,-88.74,-1.086049287,-0.93247973,0.520574027,0.842614384,0.978856222,0.504477757
5,554644,1203977,48.1,-88.61,-1.086049287,-0.93247973,0.520574027,0.842614384,0.978856222,0.504477757
5,693624,-413475,33.56,-88.47,2.553591451,1.743417965,1.521239184,-1.722179462,-1.37669687,-0.421075132
5,641374,382231,40.68,-88.34,0.846742732,-0.200658674,-0.500500952,-0.009214121,-0.121042645,-0.103707382
5,639379,569591,42.35,-88.18,0.430507276,-0.318570811,-0.74865922,0.18534911,0.128669989,0.198373803
5,636164,687043,43.4,-88.1,0.143069936,-0.671692009,-1.239408088,0.317192415,0.139867425,0.342123282
5,618166,855577,44.92,-88.15,-0.194677081,-0.855859622,0.099384566,0.50388968,0.544711027,0.657364047
5,612080,1050081,46.67,-88.02,-0.831145481,-0.475816258,1.190679736,0.435444812,0.663807822,0.216395584
5,585859,1097898,47.12,-88.31,-0.885775797,-0.546195936,0.645997459,0.477664143,0.596027838,0.172533827
5,659582,761826,44.05,-87.73,0.152834322,-0.788287704,-1.550907502,0.066040248,-0.235037645,0.287433967
5,648221,782104,44.24,-87.85,0.014230513,-0.909607987,-1.124799399,0.138322418,-0.093036896,0.380255158
5,615438,1055923,46.72,-87.97,-0.765699318,-0.287103096,0.441920421,0.328798145,0.359752128,-0.103213187
5,725606,490676,41.58,-87.22,0.729751928,-0.292044298,-0.63161982,-0.120563192,-0.285690062,-0.045517949
5,735794,497246,41.63,-87.09,0.659033703,-0.609655281,-0.462811214,-0.1424224,-0.251598084,0.005727642
5,872462,-404164,33.5,-86.53,2.46298377,1.966933411,1.265623391,-1.730536022,-1.47090751,-0.583571527
5,781446,506172,41.67,-86.53,0.67015774,-0.062200121,-1.119411231,-0.262908056,-0.558176437,-0.286061666
5,712135,989011,46.04,-86.8,-0.37848593,-0.57839829,-0.475649068,0.110226733,-0.124055559,-0.012215023
5,929765,-597869,31.72,-86.13,2.781306423,2.209208382,1.582079073,-2.224388379,-1.851416396,-0.527706246
5,796309,441291,41.08,-86.43,0.835574543,-0.048920794,-0.035150309,-0.33789102,-0.385928884,-0.222980636
5,735713,1002491,46.14,-86.48,-0.534788436,-0.580947545,-0.554863908,0.003746513,-0.199559617,-0.19796133
5,935785,-112940,36.03,-85.5,1.958939611,1.834443987,1.373797477,-1.52128964,-1.154039281,-0.89487677
5,899080,43072,37.45,-85.72,1.59715101,1.578352825,1.399791426,-0.960180076,-0.618352362,-0.998102571
5,792633,847448,44.7,-85.96,-0.168040018,-0.6514761,-0.432847077,-0.17309643,-0.285943426,-0.078819728
5,795351,1041083,46.43,-85.66,-0.5166374,-0.677683683,-0.590474099,-0.015991286,-0.221452468,-0.217617465
5,1052475,-746572,30.27,-85.02,3.057853136,2.574487246,-0.015339348,-2.678209605,-2.652973203,-0.409266065
5,982378,-260865,34.67,-85.17,1.983546225,2.329036484,0.792873229,-1.5181934,-1.291288866,-0.590068604
5,887782,507399,41.58,-85.25,0.69456384,-0.325074672,-0.653988475,-0.275599405,-0.420371492,-0.32455994
5,866862,597347,42.4,-85.38,0.571432356,-0.406776633,-0.187152441,-0.301704613,-0.371325544,-0.160591958
5,883808,720724,43.48,-85,0.233818822,-0.567028378,-0.468703395,-0.161415427,-0.325282314,-0.08939284
5,856381,874655,44.88,-85.12,-0.203513239,-0.82171429,-0.311991907,-0.129660549,-0.198682648,-0.037985784
5,835896,1012137,46.13,-85.18,-0.530639798,-0.662273199,-0.608723635,-0.014266912,-0.208078297,-0.291571397
5,931000,494395,41.42,-84.75,0.661021252,-0.240517119,-0.334968828,-0.294636429,-0.374416899,-0.30800177
5,894188,715194,43.42,-84.88,0.28059939,-0.808007573,-0.487079131,-0.092882565,-0.253201416,-0.016447937
5,858548,1038217,46.34,-84.85,-0.569564187,-0.596344624,-0.627483457,0.016412418,-0.179716427,-0.31899267
5,836853,1209407,47.9,-84.87,-1.090310123,0.187187323,-0.022764735,0.495951623,0.327370946,-0.705993824
5,828390,1242827,48.21,-84.93,-1.406917561,-0.332622252,0.643662378,0.800877433,0.755709947,-0.49725643
5,909227,961597,45.6,-84.32,-0.415819922,-0.808492645,-0.216730925,0.253756872,0.127975002,-0.092880345
5,890519,1150267,47.31,-84.26,-0.986481839,0.709599061,0.184724391,0.390362481,0.352632049,-0.563060584
5,1024543,385258,40.35,-83.8,0.716634694,0.055761879,0.260447191,-0.46217104,-0.438510162,-0.346269155
5,1009972,606858,42.33,-83.63,0.566564729,-0.480872317,-0.760348737,-0.282871142,-0.466621806,-0.362019373
5,1215988,-686869,30.62,-83.25,3.236417679,2.538868164,1.036551809,-2.962421459,-2.62512512,0.190143658
5,1213554,-675984,30.72,-83.26,3.081228827,2.020722092,1.827723542,-2.695841633,-2.206558677,0.066514801
5,1029807,698560,43.12,-83.24,0.236102305,-0.840910091,-1.531025211,-0.355693471,-0.682052635,-0.295035552
5,1086928,571015,41.92,-82.76,0.614247252,-0.365637646,-1.618185913,-0.422955714,-0.743750313,-0.328597719
5,1352298,-790860,29.52,-82,3.369417159,2.334174091,0.859499479,-3.300776427,-2.99006859,0.95804187
5,1135516,400373,40.35,-82.47,0.785661661,0.158895551,-0.437194295,-0.705199089,-0.761586201,-0.334846396
5,1164280,441914,40.68,-82.06,0.634054245,-0.013392299,-0.449014715,-0.601852745,-0.681584343,-0.303972955
5,1105803,693410,42.98,-82.32,0.343052934,-0.591011882,-1.964144829,-0.359718423,-0.78736972,-0.747989349
5,1432831,-995655,27.58,-81.5,3.703068099,1.773722178,1.345994407,-3.945938881,-3.525655497,1.381122706
5,1382353,-959765,27.97,-81.95,3.657401734,1.557302854,1.044822967,-3.796454139,-3.446554533,1.301420755
5,1368374,-813113,29.3,-81.87,3.426919226,1.976884261,0.715462021,-3.358028767,-3.09503269,0.785141385
5,1243825,-17562,36.52,-81.93,1.006328147,1.181700641,1.188205913,-1.716928417,-1.418108166,-0.748222426
5,1149134,726927,43.22,-81.73,0.189607859,-0.229687472,-2.264180474,-0.411783065,-0.8800539,-0.729126103
5,1110346,1101485,46.6,-81.5,-0.863466105,-0.828802034,0.417113216,0.777121572,0.810047516,-0.258624028
5,1077940,1177152,47.32,-81.77,-1.114173536,-0.841121221,0.451904286,1.013469461,1.009325799,-0.21626591
5,1447076,-1035845,27.2,-81.42,3.814844443,1.711523115,0.351754447,-3.946685906,-3.705669875,1.277997547
5,1215824,508626,41.2,-81.33,0.592307175,0.051942745,-0.548805551,-0.68485964,-0.707793012,-0.57975885
5,1192661,699721,42.92,-81.25,0.152076211,-0.098358606,-2.038227821,-0.531232399,-0.917056034,-0.854982744
5,1148448,946726,45.17,-81.32,-0.330475153,-0.683645196,-1.090518614,0.188228544,-0.079018726,-0.428632105
5,1386592,-261536,34.17,-80.78,2.193139595,1.207935034,2.285777349,-1.734957745,-1.257729502,-0.165124662
5,1234575,740346,43.22,-80.66,-0.022517988,-0.066216625,-1.909962941,-0.283200856,-0.661457197,-0.664609867
5,1191726,905123,44.74,-80.86,-0.205846163,0.16440454,-1.978910948,-0.340423777,-0.791813396,-0.64994154
5,1167007,1136233,46.83,-80.7,-0.759372194,-0.815189712,-0.73066992,0.945781558,0.634556432,-0.317948201
5,1381438,126822,37.6,-80.13,1.023401926,0.646645861,1.164993838,-1.365307751,-1.106096213,-0.73628426
5,1357428,190982,38.2,-80.28,0.626262691,1.692377736,1.495662242,-1.366844474,-0.922048797,-0.781106835
5,1288276,559955,41.55,-80.37,0.488338118,0.261001703,0.631079274,-0.661038049,-0.421375535,-0.344405893
5,1254152,745823,43.24,-80.41,0.069406279,-0.303853583,-1.56677571,-0.312704453,-0.61776484,-0.624429185
5,1242912,818624,43.9,-80.4,-0.257052217,-0.369974501,-1.433024682,-0.174649056,-0.445845953,-0.525282598
5,1246109,872276,44.37,-80.25,-0.332410375,-0.306948791,-1.611255134,-0.191888554,-0.52156337,-0.697090039
5,1246033,949045,45.05,-80.09,-0.247364755,-0.584457295,-1.379177496,0.027613162,-0.269503001,-0.472778329
5,1207712,1162044,47,-80.12,-0.811452266,-0.714145255,-0.378889369,0.896448986,0.698305339,-0.433520783
5,1201394,1181173,47.18,-80.16,-1.02668761,-0.750218383,-0.12629374,1.142899279,0.947723819,-0.323678604
5,1414826,195084,38.15,-79.62,0.809651734,0.995838602,1.55165325,-1.367604089,-0.931633488,-0.813638345
5,1287510,856698,44.17,-79.77,-0.218903884,-0.587885852,-1.177607986,-0.103550571,-0.301539042,-0.398659284
5,1285443,993074,45.38,-79.5,-0.390854632,0.327035233,-0.650802135,0.200350049,0.106351204,-0.589947531
5,1228999,1191483,47.23,-79.78,-1.085095823,-0.808089527,0.102767652,1.132661703,1.033141236,-0.160926668
5,1471207,185737,37.98,-79,1.355913055,0.287748333,1.552201943,-1.366382238,-0.95126332,-0.774873064
5,1416874,357046,39.57,-79.27,0.655840748,1.072452515,1.097372101,-1.18331501,-0.896815933,-0.489909184
5,1321434,843379,44,-79.38,0.162314756,-0.649431517,-2.48428641,-0.251220692,-0.757263324,-0.613529911
5,1293923,999082,45.42,-79.38,-0.487915251,0.118412144,-0.298805242,0.253492888,0.264172695,-0.699712573
5,1295485,1070431,46.05,-79.2,-0.705907241,0.062163424,-0.108697149,0.414811696,0.43922451,-0.430296584
5,1267199,1110475,46.45,-79.47,-0.667071593,-0.321309412,-0.459200813,0.655652605,0.538758148,0.073043566
5,1277319,1206720,47.29,-79.12,-0.977693536,-0.636457461,0.277704377,1.05106325,1.039087839,-0.116142505
5,1558995,-273932,33.8,-78.95,2.580648367,1.949013938,0.679219266,-2.081644359,-1.944131953,0.073045025
5,1473087,390045,39.77,-78.55,0.930015683,0.443774576,0.901662635,-0.909745983,-0.667587352,-0.638306707
5,1406835,693142,42.54,-78.67,0.04760051,0.666003234,-0.916045926,-0.553199746,-0.640851561,-0.55085218
5,1342929,917423,44.62,-78.95,-0.422415414,0.037252886,-0.552228613,0.15862423,0.138828868,-0.979477875
5,1309905,1112476,46.4,-78.92,-0.751387437,-0.47283408,0.335746714,0.637188075,0.736031482,0.014613655
5,1421247,704910,42.62,-78.47,0.118822384,-0.256551397,-0.982684718,-0.517773483,-0.580009673,-0.200384352
5,1427283,812884,43.56,-78.15,0.343746048,-0.681176474,-1.732346242,-0.492873694,-0.75367936,-0.334584966
5,1419955,872809,44.1,-78.1,-0.199586317,-0.325524707,-1.182712401,-0.079012831,-0.244212091,-0.893685585
5,1552147,427974,39.97,-77.55,1.093162153,0.173774909,0.392675988,-0.818861991,-0.761823877,-0.703806277
5,1480110,636398,41.92,-77.92,-0.011830128,-0.033273486,-0.308122053,-0.671912259,-0.614143224,-0.233853851
5,1473130,672643,42.25,-77.92,-0.109420697,-0.060945069,-0.064191858,-0.648596901,-0.492121369,-0.133750043
5,1429846,897404,44.3,-77.92,-0.191467733,-0.237812589,-1.50544043,-0.094890535,-0.339601697,-1.238173685
5,1544881,521311,40.8,-77.42,0.70663294,0.511964906,-1.041724893,-0.669825835,-0.891332131,-0.506688131
5,1493783,930464,44.48,-77.05,-0.080901123,-0.278276294,-2.015817622,-0.058944788,-0.425881964,-1.348789456
5,1475564,968827,44.85,-77.18,-0.442088058,-0.381539143,-0.704533311,0.302789944,0.194601121,-1.126795305
5,1455247,1002214,45.18,-77.35,-0.603564074,-0.621041696,-0.003991589,0.542227712,0.547523917,-0.78196133
5,1437592,1094996,46.03,-77.34,-0.567177795,-0.811116744,0.16635571,0.699123471,0.71356915,-0.556089848
5,1710327,25443,36.17,-76.68,2.036891532,1.469583728,0.397284227,-1.767125296,-1.724402955,-0.03948442
5,1527043,826838,43.51,-76.9,0.41525998,0.050489409,-2.265966863,-0.507335535,-0.937252209,-1.016835962
5,1522344,929468,44.42,-76.7,-0.069170706,0.005722259,-2.009189408,-0.086162118,-0.475142055,-1.338194063
5,1515355,971240,44.8,-76.68,-0.400831953,-0.295974176,-0.829765484,0.36126387,0.187953256,-0.917045469
5,1721020,74563,36.58,-76.45,2.082755415,1.452955919,-0.719662351,-1.896603617,-2.107041119,-0.06899338
5,1612618,634521,41.67,-76.35,0.221293771,0.107575592,-0.818636418,-0.67586671,-0.782660914,-0.214895904
5,1541694,1067661,45.6,-76.1,-0.654908077,-0.086832148,-0.217232588,0.793623718,0.699333699,-0.986152574
5,1695870,516056,40.48,-75.67,0.812934193,1.118876921,0.425066916,-0.850764233,-0.765797692,-0.649108987
5,1591458,1055658,45.4,-75.51,-0.369124715,-0.364207362,-0.96001193,0.657847696,0.370194178,-0.76737139
5,1715381,583401,41.03,-75.27,0.679810588,1.131676458,-0.049742413,-0.762463356,-0.841423334,-0.604213914
5,1795494,529171,40.4,-74.48,1.024772585,1.105321723,0.499766796,-0.993833726,-0.955062212,-0.593497787
5,1750801,585597,40.98,-74.85,0.698186583,1.40610387,0.827981757,-0.83221966,-0.718303306,-0.668295112
5,1751493,620196,41.28,-74.75,0.488709396,1.23963292,0.431808005,-0.751972399,-0.677165768,-0.643312549
5,1733172,756011,42.5,-74.6,-0.156555737,1.23079845,-0.154996667,-0.614133807,-0.569635866,-0.601718342
5,1691525,909152,43.92,-74.68,-0.665225277,0.465933107,0.084662343,-0.113454722,-0.016526442,-0.645626955
5,1654415,1144945,46.06,-74.47,-0.624193047,0.314182381,-0.413167803,0.622972725,0.49786064,-0.839288919
5,1800098,527933,40.38,-74.43,1.07071788,1.104640703,-0.787926842,-1.093631135,-1.387133429,-0.675744459
5,1797056,626101,41.24,-74.2,0.629168919,1.57604867,0.021023336,-0.801445974,-0.788860097,-0.725985921
5,1740200,950212,44.18,-73.97,-0.566145119,0.009281923,0.369978901,-0.077042497,0.0531675,-0.428048995
5,1664722,1134795,45.95,-74.37,-0.71217235,0.657279559,-0.477114079,0.618953603,0.498037916,-1.103234893
5,1656951,1158057,46.17,-74.4,-1.002211752,0.441354143,0.142225749,0.648916256,0.688875175,-0.731091675
5,1812459,786108,42.6,-73.57,0.304986802,0.251507032,0.341937541,-0.243674899,-0.109703231,-0.617522138
5,1702257,1144733,45.96,-73.87,-0.557918651,0.176170665,-0.650459593,0.721422122,0.56461697,-0.867959021
5,1723363,1186293,46.28,-73.48,-1.009832748,0.286938645,0.756117054,0.665259906,0.881582465,-0.809952265
5,1856103,706925,41.82,-73.28,0.441585692,1.350673267,-0.11839491,-0.74809322,-0.701039251,-0.94249872
5,1834920,780040,42.5,-73.32,0.163288743,1.287889966,0.534639385,-0.54867333,-0.325583527,-0.934966608
5,1852330,801564,42.65,-73.05,0.027446754,0.781182913,0.631468846,-0.382262505,-0.149573164,-0.856380477
5,1755554,1109563,45.54,-73.31,-0.431277103,0.421413953,-1.006294988,0.396484458,0.14585874,-0.734836909
5,1743013,1154522,45.96,-73.33,-0.554387866,0.420809707,-0.755303111,0.65033848,0.443397565,-0.932676073
5,1751045,1235274,46.65,-72.98,-1.145939134,0.072699225,0.839535668,0.91263043,1.09617084,-0.45459602
5,1867935,796211,42.57,-72.88,0.353994322,1.045171204,0.796271208,-0.59605147,-0.319977357,-1.084890859
5,1815786,1103858,45.36,-72.58,-0.606612195,1.339386476,-0.579074605,0.319726762,0.174463777,-0.714028574
5,1757742,1252909,46.79,-72.84,-1.110007495,0.439889737,0.291973536,0.863847559,0.879471621,-0.477135912
5,1961438,681369,41.37,-72.12,0.653924104,1.460975927,-1.439695224,-1.257473688,-1.553704609,-1.059913221
5,1922332,804152,42.52,-72.21,0.313571328,1.083645572,0.106632804,-0.748884111,-0.645081878,-1.198572608
5,1875795,1005402,44.37,-72.15,-0.66851831,0.613063948,0.966349646,-0.053200232,0.274623374,-0.692918104
5,2010798,669900,41.16,-71.58,0.674531922,0.919961056,-2.634092985,-1.489233142,-2.059328667,-0.958304966
5,1909957,975078,44.03,-71.83,-0.457829355,0.618380493,0.720930141,-0.302341247,-0.046061004,-0.855441185
5,1914871,987880,44.13,-71.73,-1.037646428,1.677829849,-0.093506969,-0.281229462,-0.23929071,-0.93168414
5,1842379,1201195,46.15,-71.94,-0.864496652,1.087533458,-0.560770199,0.555991958,0.354754659,-0.732741196
5,1831468,1283090,46.89,-71.81,-1.042233979,1.271437336,-0.500826248,0.683213432,0.479133663,-0.610712138
5,2024351,767285,41.97,-71.12,0.594948497,1.11279852,-0.881111412,-1.119553463,-1.299994235,-1.093973856
5,1902481,1161864,45.67,-71.32,-0.911255523,1.091009644,-0.671487869,0.358056312,0.148709281,-0.51828747
5,1854961,1310992,47.08,-71.42,-1.017993696,1.238980843,-0.95412602,0.623561121,0.292813815,-0.563300228
5,1868992,1335325,47.26,-71.16,-1.51762623,2.048802225,0.003509832,0.486222402,0.420149256,-0.675375142
5,2053837,771769,41.94,-70.76,0.612704799,1.207930769,-1.053983483,-1.222541468,-1.449144086,-1.103879999
5,1953584,1164119,45.57,-70.68,-0.945790443,0.892409103,-0.302950227,0.079182172,-0.015531027,-0.729991021
5,1956470,1168364,45.6,-70.63,-0.883038753,0.132811559,-0.410524669,0.296314398,0.176769939,-0.273937486
5,1938792,1241789,46.28,-70.6,-0.974406316,0.483714467,-0.783504375,0.512610676,0.279766742,-0.286070318
5,1895415,1304625,46.93,-70.93,-0.997785387,0.779678698,-1.152606387,0.588922569,0.215988028,-0.394949855
5,1897855,1368311,47.48,-70.68,-1.343956019,1.613192481,-0.792969333,0.562615398,0.27767943,-0.807508031
