kyears.bp,albx,alby,lat,lon,count,fagus.half,fagus.1,tsuga.1,tsuga.2
8,1897855,1368311,47.48,-70.68,1,0,0,1,0
8,2117299,712625,41.28,-70.21,2,1,0,1,1
8,2114455,787359,41.93,-70,1,1,1,1,1
8,2024141,1005713,44.03,-70.35,2,1,0,1,1
8,1970135,1200923,45.85,-70.35,1,1,0,1,1
8,1948106,1294938,46.72,-70.3,1,1,0,1,0
8,1919209,1376466,47.5,-70.38,1,0,0,0,0
8,2112894,1000660,43.77,-69.3,2,1,1,1,1
8,2073996,1129767,44.98,-69.32,1,0,0,1,1
8,2053200,1279890,46.33,-69.04,1,0,0,1,0
8,1988306,1391332,47.46,-69.45,1,0,0,0,0
8,2116719,1149185,45.04,-68.73,2,1,1,1,1
8,2085742,1243180,45.93,-68.77,2,1,1,1,1
8,2023299,1409524,47.53,-68.94,1,0,0,1,0
8,2178608,1082804,44.31,-68.22,1,0,0,1,1
8,2157010,1160036,45.03,-68.2,2,1,0,1,1
8,2214884,1204513,45.26,-67.33,1,1,0,1,1
